Er_10uM_1cm,,Er_100uM_1mm,,Er_1mM_1mm,,Er_2uM_1cm,,Er_2uM_1cm1,,Er_5uM_1cm,,Er_20uM_1cm,,Er_50uM_1cm,,Cell1 Blank,,Er_200uM_1mm,,Er_500uM_1mm,,Er_2mM_100um,,Er_5mM_100um,,Er_10mM_100um,,Er_20mM_10um,,Er_30mM_10um,,Er_50mM_10um,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
531,0.0001903553493,531,-0.0062932414,531,-0.005103241652,531,-0.001371135702,531,-0.001471245079,531,-0.0005115677486,531,0.000694972754,531,0.005999526475,531,-0.003409174969,531,0.004855473526,531,0.01565740071,531,0.002535331994,531,0.01385172457,531,0.005004001316,531,0.001178009901,531,0.002540018875,531,0.002339053433,
530,8.538031398E-5,530,-0.006324315909,530,-0.004903285764,530,-0.001532795723,530,-0.001464331057,530,-0.0004015645245,530,0.0007865580847,530,0.006048898213,530,-0.00329661509,530,0.004858850501,530,0.01563909836,530,0.002361358143,530,0.01377511118,530,0.004947364796,530,0.0008445997373,530,0.002506145043,530,0.002354356926,
529,0.0001351716783,529,-0.00607045088,529,-0.004855778068,529,-0.001407053904,529,-0.001172964461,529,-0.0002386030683,529,0.000752535474,529,0.005871097557,529,-0.003319273237,529,0.004716914613,529,0.0157435257,529,0.002303347457,529,0.01379541866,529,0.005107238423,529,0.0009117022855,529,0.002766320249,529,0.001977107953,
528,0.0001153373014,528,-0.006162337493,528,-0.005000076722,528,-0.001416961779,528,-0.001553585869,528,-0.0003092789557,528,0.0009138034657,528,0.006106623914,528,-0.003436039202,528,0.004760383163,528,0.01587853394,528,0.002447360195,528,0.01413868461,528,0.005214299075,528,0.001155895763,528,0.003036061767,528,0.002421667101,
527,0.0001397290471,527,-0.006280637812,527,-0.004684185609,527,-0.001425579423,527,-0.001285869628,527,-0.0001804912317,527,0.001056240173,527,0.006261068396,527,-0.003571002744,527,0.005143254064,527,0.01597893611,527,0.002399749821,527,0.01407924015,527,0.005188546609,527,0.0009650130523,527,0.003151843324,527,0.002289893571,
526,3.717384243E-5,526,-0.006208477076,526,-0.004558225628,526,-0.001426405157,526,-0.001118747168,526,-0.0001339133451,526,0.0009259178769,526,0.006196731701,526,-0.003402086208,526,0.004890395328,526,0.01597877592,526,0.002305819886,526,0.01387820952,526,0.005348194856,526,0.0007686647587,526,0.003447837895,526,0.002182146534,
525,0.0002090018243,525,-0.006148861721,525,-0.004679832142,525,-0.001634105807,525,-0.001529803616,525,-0.0002165080368,525,0.0008318911423,525,0.005949084647,525,-0.003409894183,525,0.004841861781,525,0.01600668021,525,0.002423801692,525,0.01421143021,525,0.005547778681,525,0.001079724636,525,0.003807486268,525,0.002246437594,
524,0.0002869630989,524,-0.006279923487,524,-0.004404401872,524,-0.001602693927,524,-0.001557970769,524,-0.0004559231456,524,0.0008304906078,524,0.006085254718,524,-0.003521962557,524,0.005128952209,524,0.0160276033,524,0.002599311061,524,0.01438981667,524,0.005579084624,524,0.001170352916,524,0.004124520347,524,0.002579988679,
523,0.0003147320822,523,-0.006296558306,523,-0.004178076051,523,-0.001277197618,523,-0.001122568501,523,4.789168088E-5,523,0.001134223887,523,0.006358143408,523,-0.003480415326,523,0.00509974733,523,0.01613567024,523,0.002554912586,523,0.01424376853,523,0.005684137344,523,0.0008718856843,523,0.004060447216,523,0.002356803278,
522,0.0001412050187,522,-0.006187908817,522,-0.004111719783,522,-0.001464743866,522,-0.00135663338,522,-0.000102548096,522,0.001082916511,522,0.006269314792,522,-0.003392120823,522,0.005140792113,522,0.01621216349,522,0.002415966475,522,0.01457885001,522,0.006009920035,522,0.001130823977,522,0.004421544727,522,0.002524344251,
521,0.000370715803,521,-0.006209497806,521,-0.004146437626,521,-0.001332272543,521,-0.001396784442,521,-0.0001548222644,521,0.0009284082334,521,0.006388693582,521,-0.003553852206,521,0.005264000501,521,0.01642616093,521,0.002630275209,521,0.01474739704,521,0.005946276709,521,0.001164383139,521,0.004233770072,521,0.002525802469,
520,0.0002883100533,520,-0.006159376819,520,-0.003976000939,520,-0.00142057403,520,-0.00131549791,520,-0.0002627666108,520,0.001053723041,520,0.006385068409,520,-0.003455403028,520,0.0053212028,520,0.01653927565,520,0.00247758464,520,0.01434066519,520,0.005739322398,520,0.0009028307977,520,0.003801636863,520,0.002483754652,
519,9.902512102E-5,519,-0.0061111385,519,-0.00396199571,519,-0.001276578172,519,-0.001352452906,519,-2.127774496E-5,519,0.001166952658,519,0.006319426466,519,-0.003290141001,519,0.005087908823,519,0.01650179178,519,0.002329710172,519,0.01453275513,519,0.006061734166,519,0.0007685610326,519,0.003666363657,519,0.002462172648,
518,0.0004782994511,518,-0.006210722961,518,-0.003836801276,518,-0.001302180928,518,-0.001309407176,518,-9.726857388E-5,518,0.00108828838,518,0.006555117201,518,-0.003297437215,518,0.005017775111,518,0.01634720899,518,0.00257441611,518,0.01483168267,518,0.006397494115,518,0.00122112548,518,0.003495589364,518,0.00258905068,
517,0.000268753618,517,-0.006165450905,517,-0.003864203347,517,-0.001504472224,517,-0.001578965923,517,-0.0002504004224,517,0.00117050868,517,0.006382494234,517,-0.003468962153,517,0.005294369534,517,0.01666549221,517,0.002750976244,517,0.0147203505,517,0.006038792431,517,0.001059405971,517,0.002873274265,517,0.002537519205,
516,0.0001589430467,516,-0.006020824425,516,-0.00356134912,516,-0.001312297769,516,-0.001224748557,516,-0.0001141421162,516,0.001145565766,516,0.006342960987,516,-0.003202989697,516,0.005171492696,516,0.01664098725,516,0.002542804927,516,0.01473652478,516,0.006167822517,516,0.001007899875,516,0.002791955601,516,0.002537701512,
515,0.0001349386293,515,-0.0061726477,515,-0.003906586207,515,-0.001416652231,515,-0.001457726466,515,-3.991432823E-5,515,0.0008044521092,515,0.006305453368,515,-0.00335122901,515,0.005378228612,515,0.0166820623,515,0.002450405853,515,0.01492161024,515,0.006325782742,515,0.001157479011,515,0.00251968368,515,0.002385642147,
514,0.0004387557565,514,-0.006139367353,514,-0.003715061117,514,-0.001283030608,514,-0.001722552232,514,-0.0003369563201,514,0.0008706665831,514,0.00618013693,514,-0.003266710555,514,0.005313367583,514,0.01650563627,514,0.002541346708,514,0.01486085262,514,0.006245837081,514,0.001043603173,514,0.002275008708,514,0.002364247106,
513,0.0004198921088,513,-0.006238536909,513,-0.003604018129,513,-0.001351420651,513,-0.001473205746,513,-0.0002357571648,513,0.001230808208,513,0.006202771328,513,-0.003371213097,513,0.005569147412,513,0.01682769321,513,0.002555459505,513,0.01465608738,513,0.006137471646,513,0.0009282785468,513,0.002220105845,513,0.002288410207,
512,0.00015852871,512,-0.006112618838,512,-0.003567254171,512,-0.001456849277,512,-0.001356065623,512,-0.0001134692575,512,0.0009746122523,512,0.006363607012,512,-0.003120344365,512,0.005141996779,512,0.0168166887,512,0.002650771756,512,0.01499968581,512,0.006469480228,512,0.001136170467,512,0.00278437417,512,0.002533301013,
511,0.0002987232292,511,-0.006285791751,511,-0.003699404886,511,-0.001355601125,511,-0.001758647617,511,-0.0003574416332,511,0.0008277154993,511,0.006215112749,511,-0.003214090131,511,0.005268481094,511,0.01681722701,511,0.002683797386,511,0.0152047202,511,0.006416645367,511,0.001184914378,511,0.003033220535,511,0.002544158837,
510,0.0002467892773,510,-0.00633033691,510,-0.003415904008,510,-0.001424186165,510,-0.001263879472,510,-0.0002124200691,510,0.001176141086,510,0.006467877422,510,-0.003187160939,510,0.005474896636,510,0.01691685058,510,0.002809593687,510,0.0152494926,510,0.006339467131,510,0.001114733168,510,0.003378203139,510,0.002608165145,
509,0.0003911059466,509,-0.006262165029,509,-0.003497517435,509,-0.001331343548,509,-0.001401790185,509,-8.701990737E-5,509,0.001097059809,509,0.006197992247,509,-0.00325715309,509,0.005605201237,509,0.01710653119,509,0.002731256653,509,0.01502956357,509,0.006733671296,509,0.001035714988,509,0.003833339782,509,0.00250075548,
508,0.0004814869608,508,-0.006241650321,508,-0.003345423844,508,-0.001166613656,508,-0.001599857002,508,-0.0001498021447,508,0.001161579974,508,0.006504636724,508,-0.003163724905,508,0.005442680325,508,0.01714473963,508,0.002861418296,508,0.01546325628,508,0.006883027032,508,0.001342577976,508,0.004310600925,508,0.002680723788,
507,0.0002141815348,507,-0.00622710539,507,-0.003095362568,507,-0.001335678971,507,-0.00156493485,507,-0.0001855109876,507,0.001130875899,507,0.00644029025,507,-0.003224059707,507,0.005753644742,507,0.0171785634,507,0.002881821478,507,0.01537300181,507,0.006613724865,507,0.001183279091,507,0.004257714376,507,0.002574520186,
506,0.0004801652976,506,-0.006102205254,506,-0.002806168748,506,-0.001457726466,506,-0.001367884339,506,-9.633688751E-5,506,0.001148965792,506,0.006359797902,506,-0.003038660157,506,0.005582939368,506,0.0170776397,506,0.002689032815,506,0.01519472152,506,0.006720289588,506,0.001096748398,506,0.004395002499,506,0.00242218771,
505,0.0004291165387,505,-0.006346867885,505,-0.003310692962,505,-0.001567101455,505,-0.001669383375,505,-6.869592471E-5,505,0.00100172474,505,0.006259019952,505,-0.00321825291,505,0.005759126972,505,0.01726641878,505,0.002839739202,505,0.01555916388,505,0.007038642652,505,0.001127657713,505,0.004748606123,505,0.002688225359,
504,0.0002374392207,504,-0.006214193534,504,-0.002784152515,504,-0.001190828858,504,-0.001439976273,504,-9.136785957E-5,504,0.001337254886,504,0.006545419805,504,-0.003255971242,504,0.005820670631,504,0.01750063524,504,0.002837290056,504,0.01563477702,504,0.006759200245,504,0.001169262803,504,0.004242265597,504,0.002614467172,
503,0.0003557412128,503,-0.0063529904,503,-0.002827875316,503,-0.001373148407,503,-0.001285301871,503,8.866849385E-5,503,0.001432196237,503,0.0064354036,503,-0.003196206177,503,0.005951341707,503,0.01744315401,503,0.002684161998,503,0.01518300641,503,0.00660778489,503,0.0008293235442,503,0.003507097485,503,0.002402665094,
502,0.0001450892014,502,-0.006243130192,502,-0.002966113156,502,-0.001438531443,502,-0.001620953321,502,-1.465121113E-5,502,0.001086342032,502,0.006571989041,502,-0.003087549238,502,0.005815502256,502,0.0175142996,502,0.002762985649,502,0.01571891271,502,0.007146311924,502,0.001360261231,502,0.003827777226,502,0.002551996382,
501,0.000277819403,501,-0.006118999794,501,-0.002911142074,501,-0.001226090826,501,-0.001672116807,501,-0.000158703755,501,0.001165291527,501,0.006673391443,501,-0.003135301871,501,0.005873852409,501,0.01760300435,501,0.002841667505,501,0.01569035649,501,0.007009177469,501,0.00123285898,501,0.003244104795,501,0.00269148103,
500,0.000199056929,500,-0.006174587179,500,-0.002779214177,500,-0.001289276523,500,-0.001479448867,500,4.18337404E-5,500,0.001433183206,500,0.006630151998,500,-0.003096699249,500,0.005867739208,500,0.01753650792,500,0.003002748825,500,0.01551717613,500,0.006840239745,500,0.001040515373,500,0.002789819147,500,0.002505884506,
499,0.0002073443175,499,-0.006389978342,499,-0.002807917772,499,-0.00118597562,499,-0.001237087068,499,0.0002620191372,499,0.001524638617,499,0.0066711572,499,-0.003134942148,499,0.005917620379,499,0.01757577993,499,0.002994121285,499,0.01582792401,499,0.007229845505,499,0.001322065247,499,0.002854174469,499,0.002543351613,
498,0.0003932305262,498,-0.006281709298,498,-0.002767279511,498,-0.001394513762,498,-0.001685680239,498,-0.0002239076712,498,0.0009134144057,498,0.006512545981,498,-0.003194047604,498,0.005945331883,498,0.0178132914,498,0.002854747698,498,0.01591121033,498,0.00696309004,498,0.001285612001,498,0.002686662367,498,0.0027505334,
497,0.0002259656176,497,-0.006359214894,497,-0.002491199644,497,-0.001241165446,497,-0.001499880338,497,-8.267191151E-5,497,0.001356729772,497,0.006518221926,497,-0.003170817625,497,0.005975407083,497,0.01772432774,497,0.003003426595,497,0.01583144069,497,0.006942257285,497,0.00117795798,497,0.002558219712,497,0.002774005523,
496,0.000173496519,496,-0.006196993869,496,-0.002759563038,496,-0.001404576818,496,-0.001472999342,496,8.737393364E-5,496,0.001144813141,496,0.006507238373,496,-0.003157351865,496,0.006126628723,496,0.01793364808,496,0.002874811878,496,0.01572041586,496,0.00703198649,496,0.001021755277,496,0.002815768588,496,0.002555667888,
495,0.0003170635027,495,-0.006211590488,495,-0.002617451362,495,-0.001484402106,495,-0.001296348171,495,4.755512782E-5,495,0.001307161641,495,0.006610439159,495,-0.003135147737,495,0.006021494977,495,0.01783977635,495,0.002823298331,495,0.01592995413,495,0.007121155038,495,0.001039114199,495,0.003158309963,495,0.002534056082,
494,0.0003628657432,494,-0.006438695826,494,-0.00262033334,494,-0.001212513074,494,-0.001634054235,494,4.162663026E-5,494,0.001340059214,494,0.006768323481,494,-0.003144605085,494,0.006168374326,494,0.01796305366,494,0.002914265264,494,0.01596287638,494,0.007161891088,494,0.001203941065,494,0.003305579768,494,0.002668977249,
493,0.0003593423171,493,-0.006290996447,493,-0.00233679614,493,-0.001170279575,493,-0.001390488469,493,0.0003022979654,493,0.001469726674,493,0.006619901396,493,-0.003020717297,493,0.005950055551,493,0.01789275184,493,0.003029623302,493,0.01604224183,493,0.0071268389,493,0.00116235856,493,0.003650335129,493,0.00266819587,
492,0.00030763424,492,-0.006131046917,492,-0.00255852472,492,-0.001244366053,492,-0.001426663133,492,0.0002964696323,492,0.001448376803,492,0.00681617856,492,-0.003158945125,492,0.006174833048,492,0.01813950576,492,0.002805711702,492,0.01583624631,492,0.007209763397,492,0.0009892190574,492,0.003886409802,492,0.002494481159,
491,8.268765669E-5,491,-0.006432523485,491,-0.002607159084,491,-0.001329588587,491,-0.001382953953,491,-4.835229629E-5,491,0.001477752579,491,0.006726835854,491,-0.003101942362,491,0.006059686653,491,0.017971633,491,0.003219120903,491,0.01631264389,491,0.00754988892,491,0.001352367341,491,0.004268719815,491,0.002953513758,
490,0.0002936202218,490,-0.006153506692,490,-0.002199542709,490,-0.001290308894,490,-0.001627710182,490,4.11588826E-6,490,0.001447649556,490,0.006657803897,490,-0.003134068334,490,0.006253426429,490,0.01827177778,490,0.002938866848,490,0.0161049366,490,0.00714925956,490,0.0009258659557,490,0.003806937952,490,0.002665669424,
489,0.0002080694831,489,-0.006190154701,489,-0.002241727663,489,-0.001410304918,489,-0.001552502508,489,0.0001802555198,489,0.001178165665,489,0.006521244068,489,-0.003046422964,489,0.006123399362,489,0.01797217317,489,0.002905821661,489,0.01612570323,489,0.007331138477,489,0.001071887673,489,0.004064026754,489,0.002636317397,
488,0.0003035413683,488,-0.006362888031,488,-0.002335869242,488,-0.001298619318,488,-0.001600011718,488,-1.232154591E-5,488,0.001323623117,488,0.006689216476,488,-0.003242405364,488,0.006193081848,488,0.01834049448,488,0.003001419362,488,0.01641059481,488,0.00762949558,488,0.001198749524,488,0.004220596049,488,0.002807066543,
487,0.0003712339676,487,-0.00629717065,487,-0.002193515887,487,-0.001277300878,487,-0.001651435508,487,3.217744961E-5,487,0.001347693265,487,0.006613829639,487,-0.003248571651,487,0.006356225815,487,0.01831735298,487,0.003268855391,487,0.01638543233,487,0.007679184433,487,0.001315470203,487,0.003946852405,487,0.002901521977,
486,0.0002479029936,486,-0.006470983848,486,-0.002350338968,486,-0.001210086513,486,-0.001339601586,486,0.0002433703921,486,0.001458246494,486,0.006761881988,486,-0.00326501485,486,0.006438740063,486,0.01850218885,486,0.002935765544,486,0.01628445275,486,0.007455944549,486,0.001076351036,486,0.003770928364,486,0.002636213088,
485,0.0002385529369,485,-0.006244303659,485,-0.002375106094,485,-0.00147428934,485,-0.001568958513,485,0.0001935666223,485,0.00129277783,485,0.006638773251,485,-0.003200934036,485,0.006355516613,485,0.0184489768,485,0.002905013971,485,0.01632818021,485,0.007461132482,485,0.001262246165,485,0.00363509031,485,0.002692653332,
484,0.0002999148273,484,-0.00639390666,484,-0.002345138229,484,-0.001346466015,484,-0.001682276488,484,-0.0001076205226,484,0.00130456523,484,0.006681461819,484,-0.003332682652,484,0.006443941966,484,0.01833325624,484,0.002978143515,484,0.01655110717,484,0.007493235637,484,0.001247007167,484,0.003356785281,484,0.002984581515,
483,0.0002795548644,483,-0.006356765516,483,-0.002372840652,483,-0.001288966741,483,-0.001504678512,483,0.0001278437267,483,0.001357898233,483,0.006615748629,483,-0.003340337658,483,0.006397651508,483,0.01833673939,483,0.003136433661,483,0.01646234654,483,0.007347987965,483,0.001358391601,483,0.003174163634,483,0.002727140673,
482,4.589824675E-5,482,-0.006462159567,482,-0.002558782231,482,-0.001246740809,482,-0.001164548332,482,0.0003823227889,482,0.001242464175,482,0.006727309432,482,-0.003269279841,482,0.006355017424,482,0.01846034825,482,0.002905196277,482,0.01631866582,482,0.007280251943,482,0.0009455298423,482,0.002937668003,482,0.002329397947,
481,0.0003741875116,481,-0.006603681948,481,-0.002494442509,481,-0.001356168883,481,-0.001800411381,481,-9.224779205E-5,481,0.001098928391,481,0.006296707317,481,-0.0035313603,481,0.006487846375,481,0.01844886877,481,0.002875880105,481,0.01649668254,481,0.007453680038,481,0.001309628249,481,0.002970376518,481,0.002812746214,
480,0.0001522879611,480,-0.006653445773,480,-0.002570825396,480,-0.001164909801,480,-0.001593770343,480,0.0001476268808,480,0.001281717676,480,0.006637669168,480,-0.003533311654,480,0.006521585397,480,0.01839968748,480,0.003094222397,480,0.01652591117,480,0.007179023232,480,0.001158050029,480,0.002709011082,480,0.002824887633,
479,0.0003631507279,479,-0.006298956461,479,-0.00256418623,479,-0.001255052048,479,-0.00135916227,479,0.0003287208674,479,0.001598341623,479,0.006495965645,479,-0.003597548697,479,0.006587048061,479,0.01868529059,479,0.002980489284,479,0.01628705859,479,0.007198077627,479,0.001049156068,479,0.003019717755,479,0.002544757677,
478,0.0002589886717,478,-0.006662011147,478,-0.002680846723,478,-0.001162844477,478,-0.001529597212,478,9.226739348E-5,478,0.00112724246,478,0.006399096455,478,-0.003620139789,478,0.006589965429,478,0.01863975823,478,0.003129732795,478,0.01686130464,478,0.007702766452,478,0.001369194011,478,0.003357098205,478,0.003020421602,
477,0.0003581764759,477,-0.006520201918,477,-0.002562230453,477,-0.001333975815,477,-0.001711619901,477,-1.356403573E-5,477,0.00119527115,477,0.006314645987,477,-0.003712648759,477,0.006560740992,477,0.01860057935,477,0.003288495354,477,0.01699071005,477,0.007544857915,477,0.001411237754,477,0.003645740682,477,0.002974234056,
476,0.0001817575248,476,-0.006640903186,476,-0.002566708019,476,-0.001320710988,476,-0.00126372464,476,0.0002912630152,476,0.001237168326,476,0.0064671156,476,-0.003773574485,476,0.0066516269,476,0.01861373708,476,0.002957657678,476,0.01654554158,476,0.007300574332,476,0.0009463599999,476,0.003765314352,476,0.002660824917,
475,0.0003247314307,475,-0.006491640583,475,-0.002565009752,475,-0.001578811207,475,-0.001869751024,475,-5.021848665E-6,475,0.001070097089,475,0.006128440145,475,-0.003746936563,475,0.006520797033,475,0.01845121756,475,0.003035019152,475,0.01663305424,475,0.007516043726,475,0.001054786961,475,0.004122926388,475,0.002805998316,
474,0.0005822808598,474,-0.006781348027,474,-0.002577413106,474,-0.001259543234,474,-0.001737867366,474,2.456647962E-5,474,0.001070382539,474,0.006438451353,474,-0.003956095781,474,0.006760698743,474,0.01848465763,474,0.003146915231,474,0.0169690419,474,0.007565245498,474,0.001345979515,474,0.004131419584,474,0.002746990649,
473,0.000186289486,473,-0.006563652307,473,-0.002499487251,473,-0.001268525375,473,-0.001520362566,473,0.0001081391529,473,0.001479337108,473,0.006532438565,473,-0.003825203516,473,0.006441866513,473,0.018430233,473,0.003221546067,473,0.01670344733,473,0.007376501802,473,0.001266841427,473,0.004383627791,473,0.00286803674,
472,0.000404293969,472,-0.006700604223,472,-0.002713312395,472,-0.001155047677,472,-0.001378515619,472,0.000229073572,472,0.001338319504,472,0.006324942224,472,-0.00384362624,472,0.006638773251,472,0.01874999143,472,0.002726645907,472,0.01670072973,472,0.007401962765,472,0.001080658869,472,0.004366448615,472,0.00259295688,
471,0.0002582116285,471,-0.006719670258,471,-0.002859404543,471,-0.001433577738,471,-0.001809330774,471,-0.0001395547151,471,0.0008616662235,471,0.006109196693,471,-0.004073767923,471,0.006659117993,471,0.01873261295,471,0.003074122127,471,0.01698010415,471,0.007987404242,471,0.001385657932,471,0.004499481525,471,0.003036348615,
470,0.0004222759453,470,-0.006611177232,470,-0.002554973587,470,-0.001014011214,470,-0.001607181504,470,0.0002898383245,470,0.001497337595,470,0.006624895148,470,-0.004113001749,470,0.006722945254,470,0.01868872344,470,0.003169052768,470,0.01707621291,470,0.00751438411,470,0.001210430521,470,0.003730117576,470,0.00283160992,
469,0.0002154246758,469,-0.006645186339,469,-0.00261477544,469,-0.001077847439,469,-0.001382644288,469,0.0004291165387,469,0.001575504546,469,0.006361374166,469,-0.004141514655,469,0.006841317751,469,0.0188141074,469,0.002868896583,469,0.01659185067,469,0.007379713934,469,0.001073107356,469,0.003441862762,469,0.00282871793,
468,0.0004477991606,468,-0.006827320438,468,-0.002810078207,468,-0.00139275915,468,-0.001879751566,468,5.304359001E-5,468,0.0009011446964,468,0.006005799398,468,-0.004112437833,468,0.00668779714,468,0.01880337484,468,0.002999855438,468,0.01700820774,468,0.007705717348,468,0.001185589237,468,0.00297535467,468,0.002836195752,
467,0.0004600301327,467,-0.006871453021,467,-0.002886353992,467,-0.001396887703,467,-0.001745137968,467,-8.024576346E-6,467,0.0012630251,467,0.006118569057,467,-0.004281949252,467,0.006839556154,467,0.01885392703,467,0.003235446289,467,0.01742962748,467,0.007727403659,467,0.00141427631,467,0.002956276294,467,0.003153277561,
466,0.0005096312379,466,-0.006567528006,466,-0.00261523854,466,-0.001218192047,466,-0.001419283915,466,0.0002696342708,466,0.001317157876,466,0.006213116925,466,-0.004232271574,466,0.006975926459,466,0.01892276108,466,0.003115262371,466,0.0172317531,466,0.007803062908,466,0.001139518456,466,0.00267705135,466,0.002766737016,
465,0.0003726071154,465,-0.006796638481,465,-0.002926672576,465,-0.001335472567,465,-0.001626730198,465,0.0001597975934,465,0.001032912638,465,0.00605976535,465,-0.004116693977,465,0.006867668126,465,0.01883973368,465,0.002933941083,465,0.01702783257,465,0.007779712789,465,0.001088262419,465,0.002862252062,465,0.002860975219,
464,0.0004701364669,464,-0.00691002747,464,-0.00294487644,464,-0.001112085767,464,-0.001532279886,464,0.0001082427189,464,0.001211027615,464,0.006291375961,464,-0.004222735297,464,0.006905250717,464,0.01886509173,464,0.003247808199,464,0.01757079363,464,0.008106966503,464,0.001488661976,464,0.003196302801,464,0.003195363795,
463,0.0003417774569,463,-0.006632337347,463,-0.002816559281,463,-0.001294438262,463,-0.001575200236,463,7.629265019E-5,463,0.001648956328,463,0.006011442747,463,-0.003873080481,463,0.006526788697,463,0.01860908978,463,0.00310157449,463,0.01695114188,463,0.007752832957,463,0.001334009226,463,0.003528862027,463,0.00308966008,
462,0.0003563888895,462,-0.00671074912,462,-0.003150978591,462,-0.001257942989,462,-0.001654272084,462,0.000249405246,462,0.001130616409,462,0.005823294166,462,-0.003924902994,462,0.006777026691,462,0.01889723726,462,0.003122354159,462,0.01704549417,462,0.007787803654,462,0.00124630623,462,0.004002940841,462,0.003008170519,
461,0.0002251368423,461,-0.007037395611,461,-0.002922712825,461,-0.00131704635,461,-0.001869544853,461,-7.454519073E-5,461,0.000933829986,461,0.005832109135,461,-0.004253548104,461,0.007056769915,461,0.0191853065,461,0.00270651048,461,0.01734354347,461,0.007581919432,461,0.00108854787,461,0.004021150526,461,0.002738081617,
460,0.0001887497201,460,-0.006722779479,460,-0.002886302536,460,-0.001223199768,460,-0.001735495287,460,0.0001394701103,460,0.001320948708,460,0.006093707867,460,-0.004141822457,460,0.007049403153,460,0.01886674203,460,0.003160969587,460,0.01745379902,460,0.007777341176,460,0.00145648024,460,0.004444061313,460,0.003062208416,
459,0.0003329175815,459,-0.006937797181,459,-0.003055471228,459,-0.001240804093,459,-0.00151154038,459,4.338705185E-5,459,0.001179385581,459,0.005902033765,459,-0.003996622749,459,0.007018095814,459,0.01893376745,459,0.003011637134,459,0.01742561162,459,0.007740763482,459,0.001162202796,459,0.004411267582,459,0.003274749964,
458,0.0001607557206,458,-0.007062660996,458,-0.003360989969,458,-0.001436725375,458,-0.001918462571,458,9.111956388E-6,458,0.000950822141,458,0.00590423774,458,-0.004038274754,458,0.006962590385,458,0.01919978112,458,0.003223502077,458,0.0177099295,458,0.008418076672,458,0.00125386077,458,0.004679390229,458,0.003172051627,
457,0.0005343043013,457,-0.007031130139,457,-0.003347427351,457,-0.00118339411,457,-0.001766949077,457,5.720836725E-6,457,0.001296282862,457,0.005916676018,457,-0.004233451094,457,0.007168286014,457,0.01912557334,457,0.003040128388,457,0.01780956984,457,0.008167075925,457,0.001406199648,457,0.004247284494,457,0.003203004599,
456,0.000263029302,456,-0.006709780544,456,-0.002819439862,456,-0.001183342421,456,-0.001647825236,456,8.776230243E-5,456,0.001255678013,456,0.005945673212,456,-0.004032324534,456,0.00707358215,456,0.01909670979,456,0.002989194822,456,0.01779611222,456,0.008305236697,456,0.001335722976,456,0.003966784105,456,0.003230412956,
455,0.000482186646,455,-0.006970914081,455,-0.003178423969,455,-0.001403854345,455,-0.001793554169,455,4.017688116E-5,455,0.00105826417,455,0.006046247203,455,-0.004080743063,455,0.007192550693,455,0.01929887198,455,0.002807118697,455,0.01785436831,455,0.008357430808,455,0.001139907748,455,0.003611702239,455,0.003127333941,
454,0.00020757741,454,-0.00718672527,454,-0.003472146578,454,-0.00134594983,454,-0.001838717144,454,-0.0001172476113,454,0.0009845749009,454,0.005844912492,454,-0.003967382014,454,0.006929079536,454,0.0188389495,454,0.00309745525,454,0.01813729294,454,0.008627605624,454,0.001427002018,454,0.00352395582,454,0.003563911887,
453,0.0001026499958,453,-0.007000309881,453,-0.003075057408,453,-0.001171260606,453,-0.001446168288,453,0.000235263622,453,0.001393915969,453,0.00608672481,453,-0.003885343904,453,0.006969955284,453,0.01891018823,453,0.003069612198,453,0.0178791564,453,0.00815124996,453,0.001236519311,453,0.003064476419,453,0.003227961482,
452,0.0004511419102,452,-0.007097449619,452,-0.00342016737,452,-0.001488529728,452,-0.001782211126,452,-5.601362136E-5,452,0.0009471382946,452,0.00558372587,452,-0.004002111498,452,0.007302811835,452,0.01895737275,452,0.003104546806,452,0.01805975847,452,0.008775395341,452,0.00131066679,452,0.00352883595,452,0.003560440615,
451,0.0006517798174,451,-0.007313910872,451,-0.003324667923,451,-0.001199864084,451,-0.001628019614,451,0.0001156998042,451,0.001181020867,451,0.005957482383,451,-0.004025348462,451,0.00731589552,451,0.01932899281,451,0.003131974954,451,0.01837200671,451,0.009156510234,451,0.001663403935,451,0.003818741534,451,0.003837022232,
450,0.0002179109724,450,-0.006935249548,450,-0.002995112678,450,-0.001214319956,450,-0.001794997836,450,3.712206671E-5,450,0.001207834692,450,0.006097068079,450,-0.004049507435,450,0.007296309806,450,0.01945123263,450,0.003191791242,450,0.0184387397,450,0.009004916996,450,0.001551058027,450,0.003837518394,450,0.003950953484,
449,0.0002645057102,449,-0.007075548172,449,-0.003068580292,449,-0.001112189027,449,-0.001516338438,449,0.0003148356918,449,0.001156752231,449,0.00602532737,449,-0.003768288065,449,0.007388033904,449,0.01942256466,449,0.003089295002,449,0.01832885481,449,0.008858608082,449,0.001263077022,449,0.003844465129,449,0.003723616479,
